System Name,School Name,Administrator,Physical Address,,,,Phone,Website,Grade Range
Private Schools,The Kings Ranch Assessment Center School,Leska Meeler,P.o. Box 162,Chelsea,AL,35043,,,
Private Schools,The Lakeside School,,1020 Lake Dr,Eufaula,AL,36027-9502,334.687.5748,www.lakesidechiefs.com,PK-12
Private Schools,The Little Tree Preschool,,421 Opelika Road,Auburn,AL,36830,334.826.1847,www.nonesupplied.com,
Private Schools,The Montessori Learning Center,Brenda Tackett,2334 Pansy St,Huntsville,AL,0,,,
Private Schools,The Montgomery Academy,Connie Faye Johnson,3240 Vaughn Road,Montgomery,AL,36106-2736,334.272.8210,www.montgomeryacademy.org,OK-12
Private Schools,The Montgomery Academy - Lower School,Jodi K. Chesnutt,Lower School,Montgomery,AL,36106-2691,334.272.8210,www.montgomeryacademy.org,OK-04
Private Schools,The Murray School at Wilmer Hall,Margie Sumlin,3811 Old Shell Rd,Mobile,AL,0,,,12-Jun
Private Schools,The Neighborhood School,Carriann Toombs,26481 Kensington Place Suite A,Daphne,AL,36526,251.786.1580,www.nonesupplied.com,
Private Schools,The Net Christian Academy,Joseph L Follette,1593 Hughes Road Suite D-121,Madison,AL,35758,,,
Private Schools,The New School Montgomery,Spencer Hahn,2101 Eastern Blvd. #313,Montgomery,AL,36117,334.310.1558,www.thenewschoolmontgomery.com,6-Jan
Private Schools,The Oaks Classical Cottage School,Zachary Michael Rippy,125 Calhoun Road,Montgomery,AL,36109-    ,334.322.7680,www.theoaksccs.org,OK-12
Private Schools,The Oaks Classical Cottage School,Claire Kennedy,125 Calhoun Road,Montgomery,AL,36109-    ,334.322.7680,www.theoaksccs.org,OK-12
Private Schools,The Oaks Classical Cottage School,Zachary Michael Rippy,125 Calhoun Road,Montgomery,AL,36109-    ,334.322.7680,www.theoaksccs.org,OK-12
Private Schools,The Oaks Classical Cottage School,Claire Kennedy,125 Calhoun Road,Montgomery,AL,36109-    ,334.322.7680,www.theoaksccs.org,OK-12
Private Schools,The Pinnacle Schools,Angie Griffin,29495 Copperhead,Elkmont,AL,35620,256.518.9998,www.thepinnacleschools.com,12-Jun
Private Schools,The Renaissance School of the Eastern Shore,Courtney Klotz,25870 Austin Road Suite 1,Daphne,AL,36526-    ,251.990.0041,www.re.education,OK-12
Private Schools,The Riley Behavioral And Educational Center,Christine Jennings,306 Wynn Drive NW,Huntsville,AL,35805-4319,256.882.2457,www.therileycenter.org,PK-12
Private Schools,The Rock,,6245 Old Rangeline Road,Theodore,AL,36582,251.408.0202,www.nonesupplied.com,
Private Schools,The Sunshine School at Children’s of Alabama,Jennifer Conway,1600 7th Avenue South,Birmingham,AL,35233,205.638.9059,1600 7th Ave South,PK-12
Private Schools,The Village Montessori School,Susan Harper,231 E Drake,Auburn,AL,36830,334.887.7726,,OK-07
Private Schools,The Westminster School at Oak Mountain,Barbara A. Griffith,5080 Cahaba Valley Trace,Birmingham,AL,35242,205.955.9694,www.nonesupplied.com,
Private Schools,Trailblazer Academy-St Mary’s Home,Norman Carter,4350 Moffett Rd,Mobile,AL,36618,251.344.7733,www.nonesupplied.com,
Private Schools,Trinity Baptist Academy,Curtis Cochran,1701 Childhaven Raod,Cullman,AL,35055,,,
Private Schools,Trinity Christian Academy,Jeff Smith,1500 Airport Rd,Oxford,AL,36203-2553,256.831.3333,,PK-12
Private Schools,Trinity Christian Academy,Zsa Zsa Couch,4201 Nordale Drive,Montgomery,AL,36116,334.409.2800,www.nonesupplied.com,PK-03
Private Schools,Trinity Christian School,Sharon Miller,1010 India Road,Opelika,AL,36801-0311,,,
Private Schools,Trinity Lutheran School,Theron Florence,2668 Berkley Ave,Mobile,AL,36617,251.456.7960,,PK-07
Private Schools,Trinity Presbyterian School,William Doss Shelnutt,1700 E Trinity Blvd,Montgomery,AL,36106,334.213.2100,www.trinitywildcats.com,PK-12
Private Schools,Truett Christian Academy,Gayle C Truett,2037 Edinburg Court,Montgomery,AL,0,,,PK-06
Private Schools,Turning Point,Erin Bradley,318A Hamer Road,Owens Cross Roads,AL,35763-9612,,,12-Jun
Private Schools,Tuscaloosa Academy,Alan Keith Barr,420 Rice Valley Rd N,Tuscaloosa,AL,35406-2722,205.758.4462,tuscaloosaacademy.org,PK-12
Private Schools,Tuscaloosa Christian,Daniel R. Lancaster,1601 Prudes Mill Rd,Cottondale,AL,35453-0103,205.553.4303,tcswarriors.org,PK-12
Private Schools,UAB Engel School,Lee I. Ascherman,"930 20th St. S., Suite 357",Birmingham,AL,35294-2050,205.975.4537,http://www.psychiatry.uab.edu/divisions/childadolescent/engel-therapeutic-preschool/,PK-12
Private Schools,UAB Psychiatric Prog Hosp Sch,Melissa Oliver,1713 6th Avenue S,Birmingham,AL,35294,205.934.4574,,12-May
Private Schools,UMS-Wright Preparatory Sch,Doug Barber,65 N Mobile St,Mobile,AL,36607,251.479.6551,ums-wright.org,PK-12
Private Schools,UMS-Wright Preparatory Sch,Brent Daugherty,65 N Mobile St,Mobile,AL,36607,251.479.6551,ums-wright.org,PK-12
Private Schools,UMS-Wright Preparatory Sch,Wesley Ryan Lathan,65 N Mobile St,Mobile,AL,36607,251.479.6551,ums-wright.org,PK-12
Private Schools,UMS-Wright Preparatory Sch,James Edwin Blackerby,65 N Mobile St,Mobile,AL,36607,251.479.6551,ums-wright.org,PK-12
Private Schools,UMS-Wright Preparatory Sch,Doug Barber,65 N Mobile St,Mobile,AL,36607,251.479.6551,ums-wright.org,PK-12
Private Schools,UMS-Wright Preparatory Sch,Brent Daugherty,65 N Mobile St,Mobile,AL,36607,251.479.6551,ums-wright.org,PK-12
Private Schools,UMS-Wright Preparatory Sch,Wesley Ryan Lathan,65 N Mobile St,Mobile,AL,36607,251.479.6551,ums-wright.org,PK-12
Private Schools,UMS-Wright Preparatory Sch,James Edwin Blackerby,65 N Mobile St,Mobile,AL,36607,251.479.6551,ums-wright.org,PK-12
Private Schools,UMS-Wright Preparatory Sch,Doug Barber,65 N Mobile St,Mobile,AL,36607,251.479.6551,ums-wright.org,PK-12
Private Schools,UMS-Wright Preparatory Sch,Brent Daugherty,65 N Mobile St,Mobile,AL,36607,251.479.6551,ums-wright.org,PK-12
Private Schools,UMS-Wright Preparatory Sch,Wesley Ryan Lathan,65 N Mobile St,Mobile,AL,36607,251.479.6551,ums-wright.org,PK-12
Private Schools,UMS-Wright Preparatory Sch,James Edwin Blackerby,65 N Mobile St,Mobile,AL,36607,251.479.6551,ums-wright.org,PK-12
Private Schools,UMS-Wright Preparatory Sch,Doug Barber,65 N Mobile St,Mobile,AL,36607,251.479.6551,ums-wright.org,PK-12
Private Schools,UMS-Wright Preparatory Sch,Brent Daugherty,65 N Mobile St,Mobile,AL,36607,251.479.6551,ums-wright.org,PK-12
Private Schools,UMS-Wright Preparatory Sch,Wesley Ryan Lathan,65 N Mobile St,Mobile,AL,36607,251.479.6551,ums-wright.org,PK-12
Private Schools,UMS-Wright Preparatory Sch,James Edwin Blackerby,65 N Mobile St,Mobile,AL,36607,251.479.6551,ums-wright.org,PK-12
Private Schools,Under His Wings Cover School,Kristine Dubielak,6535 County Road 51,Fayette,AL,35555,205.270.1449,,
Private Schools,Union Chapel Christian Academy,Jerome H. Roberts,315-B Winchester Rd NE,Huntsville,AL,35811,256.489.4728,www.ucchristianacademy.org,PK-12
Private Schools,Valiant Cross Academy,,301 Dexter Ave,Montgomery,AL,36104,334.657.8429,www.valiantcross.org,PK-06
Private Schools,Valley Fellowship Christian Academy,Patti Simon,3616 Holmes Ave NW,Huntsville,AL,35816-4112,256.533.5248,,
Private Schools,Valley Haven School,Tony Ray Edmondson,P O Box 416,Valley,AL,36854-0416,334.756.2868,,PK-12
Private Schools,Valley View Baptist Education Program,Tonya Henson,7254 President Street,Leeds,AL,35094,,,
Private Schools,Vaughn School The,Debi Nowakowski,1600 7th Ave S Ste 500,Birmingham,AL,0,,,
Private Schools,Veritas Academy,,4011 Lakewood Drive,Phenix City,AL,36867,334.448.0389,,OK-10
Private Schools,Victory Baptist School,Joe Byrd,P O Box 1090,Millbrook,AL,0,,,
Private Schools,Victory Christian Academy,Shirley McKinney,43800 Highway 25,Vincent,AL,0,,,
Private Schools,Victory Christian School,David Weir,154 Victory Dr,Pell City,AL,35125,,,
Private Schools,Victory Christian School,Gayle Griffith,20511 County Rd 12,Foley,AL,0,,,
Private Schools,Victory Christian School,Cathy Tidmore,4204 Highway 29,Oneonta,AL,35125,205.237.5242,,
Private Schools,Vinemont Christian Academy,Kenneth Terry,21325 US Hwy 31 N,Vinemont,AL,0,,,PK-12
Private Schools,Vivian B Adams School,,2047 Stuart Tarter Rd,Ozark,AL,36360,334.774.5132,,PK-12
Private Schools,Von-Lyn School Of West Alabama Inc.,Yvonne Massey,Po Box 20466,Tuscaloosa,AL,0,,,
Private Schools,Wall Highway Baptist Kindergarten,Paula Ortner,6597 Wall Triana Hwy,Madison,AL,35757,,,
Private Schools,Warrior Academy,"John E Santoro, III","P.O. Box 268, 920 Warrior Academy",Eutaw,AL,0,,,PK-12
Private Schools,Webster Christian School,Brooks Mccalley,P O Box 530703,Birmingham,AL,0,,,
Private Schools,Wee Care Academy Inc,Janice Daniels,1813 4th Avenue North,Birmingham,AL,35203,,,
Private Schools,Weekday Enrichment Program,Harriette Woodring,2061 Kentucky Avenue,Birmingham,AL,0,,,PK-PK
Private Schools,Weinacker's Montessori Sch,John Weinacker,227 Hillcrest Road,Mobile,AL,0,,,PK-03
Private Schools,West Alabama Christian School,,1504 Cardinal Street,Demopolis,AL,36732,334.289.0902,www.wacschool.com,PK-07
Private Schools,West Mobile Bapt Christian School And Cdc,Jennifer Feltman,7501 Airport Blvd,Mobile,AL,36608,,,PK-01
Private Schools,West Point Prep School,Tina McMinn,140 County Road 1242,Cullman,AL,0,,,
Private Schools,Westbrook Christian School,Greg Edge,100 Westminster Drive,Rainbow City,AL,35906,256.442.7457,www.westbrookchristian.org,PK-12
Private Schools,Westbrook Christian School,Rachel Neal,100 Westminster Drive,Rainbow City,AL,35906,256.442.7457,www.westbrookchristian.org,PK-12
Private Schools,Westbrook Christian School,Greg Edge,100 Westminster Drive,Rainbow City,AL,35906,256.442.7457,www.westbrookchristian.org,PK-12
Private Schools,Westbrook Christian School,Rachel Neal,100 Westminster Drive,Rainbow City,AL,35906,256.442.7457,www.westbrookchristian.org,PK-12
Private Schools,Westgate Christian School,,617 Westgate Pkwy,Dothan,AL,36303,334.793.3399,www.westgatechristian.com,
Private Schools,Westminster Christian Academy,Rick Bartley,237 Johns Rd NW,Huntsville,AL,35806-1517,256.705.8000,http://www.wca-hsv.org/,OK-12
Private Schools,Whitesburg Baptist Weekday,Cindy Abercrombie,6806 Whitesburg Dr,Huntsville,AL,0,,,
Private Schools,Whitesburg Christian Academy,Tracey Elaine Thoenes,7290 Whitesburg Dr SE,Huntsville,AL,35802-2250,256.704.5678,http://www.theacademyhsv.org/,OK-12
Private Schools,Wilcox Academy,Chris S Burford,1 Earl Street,Camden,AL,36726,334.682.9619,www.wilcoxacademy.com,PK-12
Private Schools,Williams Academy,Chriscille Cheri Williams,1260 Dauphin Street ,Mobile,AL,36608-    ,850.483.9348,Www.WilliamsAcademyofmobileal@gmail.com ,PK-03
Private Schools,Winewood Christian School Inc,John H Davis,2974 Winewood Road,Birmingham,Al,35215,205.835.9906,winewoodschools.org,PK-12
Private Schools,Wiregrass Christian Academy,Joan B. Howell,209 W College St,Enterprise,AL,0,334.939.8972,wiregrasschristianacademy.org,PK-06
Private Schools,Woodlands Early Childhood Enrichment Center,Dana Wiggins,8491 Foshee Road,Monroeville,AL,36430,,,
Private Schools,Word Of Life Institute Christian School,,351 South Craft Highway,Chickasaw,AL,0,,,OK-12
Private Schools,Workshops Inc,James E Crim,4244 Third Ave South,Birmingham,AL,0,,,
Private Schools,WSI Learning Center,Barbara Ellis-Woroch,6125 University Dr. Suite B22,Huntsville,AL,35806-    ,850.866.0441,www.autismwsi.com,PK-12
Troy Support Center,Troy Support Center,,1101 S. Brundidge St.,Troy,AL,36082,,Not Supplied,
Troy Support Center,Home School,,1101 S. Brundidge St.,Troy,AL,36082,,www.nonesupplied.com,
Troy Support Center,Troy Support Center,,1101 S. Brundidge St.,Troy,AL,36082,,Not Supplied,
